word,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none
Maravilloso,0,0,0,0,0,0,0,0,0,0,2
Parada,0,0,0,0,1,0,0,0,0,0,1
eso,0,0,1,0,0,0,0,0,0,0,4
Conseguido,0,0,0,0,0,0,0,0,0,0,2
Justo,0,1,0,0,0,0,0,0,0,0,0
Algo,0,0,0,0,0,0,0,0,0,0,1
Poner,0,0,0,0,0,0,0,0,0,0,1
próximo,0,0,0,0,0,0,0,0,0,0,1
lenguaje,0,0,0,0,0,0,0,0,0,0,3
Que,0,0,0,0,0,0,0,0,0,0,3
Si,0,5,0,0,0,0,0,0,0,0,3
Seleccione,2,1,2,0,0,0,0,0,0,0,3
identifi cación,0,0,0,0,0,0,0,0,0,0,1
Arriba,0,1,0,0,0,0,0,0,0,0,1
Exponer,0,0,0,0,0,0,0,0,0,0,2
Sub,0,0,0,0,0,0,0,0,0,0,1
lata,0,0,0,0,0,0,0,0,0,0,2
Té,0,1,0,0,0,0,0,0,0,0,1
Caída,0,0,0,3,2,0,0,0,0,0,0
aplastar,0,0,0,0,0,0,0,0,0,0,1
Mientras,0,0,0,0,0,0,0,0,0,0,9
Tres,0,0,0,0,0,0,0,0,0,0,2
Día,0,2,2,0,0,0,0,0,3,3,8
Bender,0,0,0,0,0,0,0,0,0,0,1
Estaba,0,0,0,0,0,0,0,0,0,0,3
Asombroso,0,1,0,0,0,0,0,0,0,0,0
Otro,0,0,0,0,0,0,0,0,0,0,2
Mes,0,0,0,0,0,0,0,0,0,0,3
Más tarde,0,0,0,0,0,0,0,0,0,0,2
bonito,0,3,0,0,0,0,0,0,0,0,1
Decepcionar,0,0,0,0,4,0,2,0,0,0,2
sentido,1,0,0,0,0,0,0,0,0,0,8
Borracho,0,1,0,0,0,0,0,0,0,0,0
Correcto,0,2,1,0,0,0,0,0,0,0,0
Pasar,0,0,0,0,1,0,0,0,0,0,1
Atrás,0,0,0,1,0,0,0,0,0,0,0
Contienen,0,0,0,0,0,0,0,0,0,0,1
Fabrica,0,0,0,0,0,0,0,0,0,0,3
Hecho,0,0,0,0,0,0,0,0,0,0,1
víveres,0,5,0,0,0,0,0,1,0,0,5
Artículo,0,2,0,0,0,0,0,0,0,0,1
Última,1,0,0,0,0,0,0,0,0,0,2
Leer,0,2,0,0,0,0,0,0,0,0,1
Ganar,1,10,0,0,0,0,0,0,4,0,2
Elegir,2,1,1,0,0,1,0,0,0,0,6
todos,0,0,0,0,0,0,0,0,0,0,1
hora,1,0,0,0,0,0,0,0,0,0,0
sujeto,0,0,0,0,0,0,0,0,0,0,2
Morir,0,0,0,0,0,0,1,0,0,0,0
Muchacho,0,1,0,0,0,0,0,0,0,0,2
Dijo,0,0,0,0,0,0,0,0,0,0,2
En,0,0,0,0,0,0,0,0,0,0,3
Hacer,0,0,1,0,0,0,0,0,0,0,2
Sens,1,1,0,0,0,0,0,0,0,0,0
Ea,0,0,0,0,0,0,0,0,0,0,1
Miembro,0,0,0,0,0,0,0,0,0,0,1
Divertido,0,17,0,0,0,0,0,0,2,0,1
Hecho,0,0,0,0,0,0,0,0,0,0,1
Superior,0,0,0,0,0,0,0,0,0,0,1
porcentaje,0,1,0,0,0,1,0,0,0,0,0
población,0,0,0,0,0,0,0,0,0,0,1
subscribir,0,2,0,0,0,1,0,0,0,0,0
Ll,0,0,0,0,0,0,0,0,0,0,1
Lei,0,0,0,0,0,0,0,0,0,0,1
giro,0,0,0,0,0,0,0,0,0,0,1
Aunque,0,0,0,0,0,0,0,0,0,0,1
Debe,1,0,0,0,0,0,0,0,0,0,7
detonante,1,0,0,0,0,0,0,0,0,0,1
más difícil,0,0,2,4,0,0,0,0,8,0,4
cacerola,0,0,0,0,0,0,0,0,0,0,1
Carne,0,1,0,0,0,0,0,0,0,0,1
Llenar,0,1,1,0,0,0,0,0,0,0,0
Decir,0,0,0,0,0,1,0,0,0,0,0
Nuestro,1,0,0,0,0,0,0,0,0,0,1
terrible,0,0,0,2,0,0,0,0,0,0,0
final,2,1,0,0,1,0,0,1,0,0,3
Izquierda,0,0,0,0,1,1,0,0,0,0,0
Congeló,0,0,0,1,0,0,0,0,0,0,3
Comenzar,0,0,2,0,0,0,0,0,0,0,0
Confuso,0,0,0,0,0,0,0,0,0,0,1
Precaliente,0,0,0,0,0,0,1,0,0,0,0
Horno,0,0,0,0,0,0,0,1,0,0,0
recordar,0,2,1,0,0,0,0,0,0,0,0
Tenía,0,0,0,0,0,0,1,0,0,0,3
Propio,0,1,0,0,0,0,0,0,0,0,1
Sobre,0,0,0,0,0,0,0,0,0,0,1
Primero,0,0,0,0,0,0,0,0,0,0,1
Mundo,1,1,0,1,0,0,0,0,0,0,5
realmente,0,0,1,0,0,0,0,0,0,0,0
Insulto,0,0,0,0,0,1,0,0,0,0,0
joder,0,0,0,0,1,1,0,0,0,0,0
Brillante,0,3,2,0,0,0,0,0,0,0,0
Muy bien,0,3,0,0,0,0,0,0,0,0,1
Cruz,0,1,0,0,0,0,0,0,0,0,1
También,0,0,0,0,0,0,0,0,0,0,2
inmaduro,0,0,0,1,1,1,1,0,0,0,0
Retardado,0,0,0,0,0,0,1,0,0,0,1
Parece,1,0,0,0,0,0,0,0,0,0,0
Poco,0,1,0,0,0,0,0,0,0,1,7
Pequeño,0,0,0,0,0,0,0,0,0,0,1
autentico,0,1,0,0,0,0,0,0,0,0,0
Cheddar,0,2,0,0,0,0,0,0,0,0,0
Divertido,0,1,0,0,0,1,0,0,0,0,0
Cosas,0,0,0,0,1,0,0,0,0,0,0
Cambio,1,0,0,0,0,0,0,0,0,0,1
Vino,0,0,0,0,0,0,0,0,0,0,2
Otro,0,0,0,0,0,0,0,1,0,0,4
Origen,2,0,5,0,0,0,0,0,0,0,3
además,0,1,0,0,0,0,0,0,0,0,1
Hermoso,0,4,0,0,0,0,0,0,0,0,1
implicar,2,1,0,0,0,0,0,0,3,1,4
Inventar,3,3,1,0,0,0,0,1,6,0,5
Cualquiera,0,0,0,0,0,0,0,0,0,0,1
Gitano,0,0,0,0,0,0,1,0,0,0,0
Robar,0,0,0,0,1,0,0,0,0,0,0
Huérfano,0,0,0,0,2,0,0,0,0,0,0
Reina,0,3,1,0,0,0,0,0,0,0,7
Veinte,0,1,0,0,0,0,0,0,0,0,4
Libras,0,0,0,0,0,0,0,0,0,0,1
Ejecutar,1,0,0,0,0,0,0,0,0,0,0
Cavar,2,0,0,0,0,0,0,0,0,0,1
Caliente,0,2,0,1,0,0,0,1,0,0,0
berberecho,0,1,0,0,0,0,0,0,0,0,1
Corazón,0,1,0,0,0,0,0,0,0,0,1
No,0,0,0,0,0,0,0,0,0,0,2
Deshacer,0,0,0,0,0,0,0,0,0,0,3
semestre,0,0,0,0,0,0,0,0,0,0,1
Tomó,0,0,0,0,0,0,0,0,0,0,2
Alegría,0,1,0,0,0,0,0,0,0,0,0
Amor,0,3,0,0,0,0,0,0,0,0,0
Una,1,0,0,0,0,0,0,0,0,0,0
Cinco,0,0,0,0,0,0,0,0,2,1,7
Saber,1,1,1,0,0,0,0,0,0,0,0
Nunca,0,0,0,0,0,1,0,0,0,4,3
Encontrado,0,0,0,0,0,0,0,0,0,0,1
Oh,0,0,0,0,0,0,0,0,0,0,3
Hola,0,0,0,0,0,0,0,0,0,0,5
Tipico,0,0,1,0,0,0,0,0,0,0,0
Incluso,0,1,0,0,0,0,0,0,0,0,1
Producto,0,1,1,0,0,0,0,0,0,0,0
Malo,0,0,0,0,1,0,0,0,0,0,1
especialmente,0,0,0,0,0,0,0,0,0,0,1
Montón,0,2,0,0,0,0,0,0,0,0,1
subsidio,0,1,0,0,0,0,0,0,0,0,1
Cena,0,0,0,0,0,0,0,0,0,0,1
Romper,0,0,0,1,0,0,0,0,0,0,0
Trabajo,0,1,1,0,0,0,0,0,0,0,0
grande,1,0,0,0,0,0,0,0,0,0,0
Mucho,0,0,0,0,0,0,0,0,0,0,2
Más,0,0,0,0,0,0,0,0,0,0,2
conveniencia,0,1,0,0,0,0,0,0,0,0,0
Cortar,1,1,0,1,0,0,0,1,0,0,1
Mantener,0,0,0,0,0,0,0,0,0,0,1
Mano,1,0,0,0,0,0,0,0,0,0,0
Limpio,0,1,0,0,0,0,0,0,0,0,1
Visto,1,1,2,0,0,0,0,3,1,0,3
em,0,0,0,0,0,0,0,0,0,0,2
instantáneamente,1,1,1,0,0,0,0,3,3,0,8
Contra,0,0,0,0,0,0,0,0,0,0,1
Congelado,0,0,0,0,0,0,0,0,0,0,2
Forma,0,0,0,0,0,0,0,0,0,0,1
Ah,0,0,0,0,0,0,0,0,0,0,1
Lejos,0,0,0,0,0,0,0,0,0,0,1
Brindis,0,0,0,0,0,0,0,0,0,0,1
Bollo,0,0,0,0,0,0,0,1,0,0,8
Tomate,0,1,0,0,0,0,0,0,0,0,1
salsa,0,2,0,0,0,0,0,1,0,0,0
Salami,0,5,0,0,0,0,0,2,1,0,2
Ciudad,1,0,0,0,0,0,0,0,0,0,1
Mini,0,0,0,0,0,0,0,0,0,0,1
Cuarto,0,0,0,0,0,0,0,0,0,0,2
Libras,0,0,0,0,0,0,0,0,0,0,1
Gracias,0,1,0,0,0,0,0,0,0,0,0
materia,0,0,1,0,0,0,0,0,0,0,1
convertirse en,0,1,0,0,0,0,0,0,0,0,1
Vender,0,0,0,0,0,0,0,0,0,0,1
desamparo,0,0,0,0,1,1,0,0,0,0,0
Decir,0,0,1,0,0,0,0,0,0,0,1
Victoria,0,0,0,0,0,0,1,0,0,0,1
Subir,5,0,0,0,0,0,0,2,2,0,7
considerar,0,0,0,0,1,0,0,0,0,0,2
ya,0,0,0,0,0,0,0,0,0,0,1
difícil,0,0,0,0,0,0,0,0,0,0,2
Excepto,1,1,0,0,5,0,0,0,1,0,1
tradición,0,1,1,0,0,0,0,0,0,0,0
Fuerza,0,0,0,0,1,0,0,0,0,0,0
Por,0,0,0,0,0,0,0,0,0,0,3
Invadir,0,0,0,0,0,0,0,0,0,0,1
nadie,0,1,0,0,0,0,0,0,0,0,1
hegemonia,0,0,0,0,0,1,0,0,0,0,1
Incorrecto,0,0,0,0,1,2,1,0,0,0,0
inminencia,1,0,0,0,0,0,0,1,0,0,0
Sentir,0,3,0,0,0,0,0,0,0,0,0
apenado,0,0,0,1,2,2,0,0,0,0,0
Comprar,0,0,1,0,0,0,0,0,0,0,0
Tienda,0,0,0,0,0,0,0,0,0,0,3
Gente,0,0,1,0,0,1,0,0,0,0,0
Inane,0,0,0,1,0,2,0,0,0,0,0
celoso,1,0,0,0,1,0,2,0,0,0,0
Mantener,1,1,0,0,0,0,0,0,0,0,0
Superior,0,0,0,0,0,0,0,0,0,0,2
Labio,0,0,0,0,0,0,0,0,0,0,1
único,0,1,0,0,0,0,0,0,0,0,2
atrocidad,0,0,0,1,0,0,0,0,0,0,0
Taco,0,1,0,0,0,0,0,0,0,0,1
venirse,0,0,0,0,0,0,0,0,0,0,2
Cerrar,0,0,1,0,0,0,1,0,0,0,2
Segundo,0,0,0,0,0,0,1,0,0,0,1
Causa,1,0,0,0,0,0,0,0,0,0,0
salsa de tomate,0,2,0,0,0,0,0,0,0,0,1
Sándwich,0,2,0,0,0,0,0,0,0,0,1
Dos,0,0,0,0,0,0,0,0,3,0,7
diminuto,0,0,0,0,0,0,0,0,0,0,2
Fácil,0,2,0,0,0,0,0,0,0,0,0
Mantener,0,0,0,0,0,0,0,0,0,0,3
clasifi,0,2,1,0,0,0,0,0,0,0,1
Pescado,0,5,1,0,0,0,0,0,2,1,2
papas fritas,1,0,0,0,0,1,0,1,1,1,5
Yanqui,0,0,0,0,0,1,0,0,0,0,1
Carrera,1,1,0,0,0,0,0,0,0,0,1
Local,0,0,0,0,0,0,0,0,0,0,1
Caso,0,0,0,0,0,0,0,0,0,0,1
Seta,1,0,0,0,0,0,0,0,0,0,3
tal vez,0,0,0,0,0,0,0,0,0,0,2
dentro,0,0,0,0,0,0,1,0,0,0,1
Dios,0,1,1,0,0,0,0,0,0,0,2
Nunca,0,0,0,0,0,0,0,0,0,0,2
Súplicas,0,2,0,0,0,0,0,0,0,0,0
Adelante,1,2,2,0,0,0,0,0,4,0,1
A través de,0,0,0,0,0,0,0,0,0,0,1
se suponía,0,0,0,0,0,0,0,0,0,0,1
peor,0,0,0,0,1,0,1,0,0,0,1
Camino,4,1,1,1,0,0,0,0,2,2,7
Bajo,2,0,0,3,0,0,0,0,1,3,9
Dictadura,1,0,0,0,0,0,0,0,0,0,2
Votante,0,1,0,0,0,0,0,0,0,0,1
sexi,0,2,0,0,0,0,0,0,0,0,0
encontrar,1,1,0,0,0,0,0,0,0,0,0
Raro,0,0,0,0,0,0,0,0,0,0,1
Vapor,0,0,0,0,1,0,0,0,0,0,0
Juego,2,8,0,0,0,0,0,1,2,0,4
Anterior,0,0,0,0,0,0,0,0,0,0,3
año,0,0,0,0,1,0,0,0,0,0,2
hizo,0,1,0,0,0,0,0,0,0,0,9
Casa,0,0,0,0,0,0,0,0,0,0,2
Representante,0,2,0,0,0,0,0,0,0,0,1
Cafetería,0,1,0,0,0,0,0,0,0,0,0
Dio,0,1,0,0,0,0,0,0,0,0,1
Pensé,0,1,0,0,1,0,0,0,0,0,0
Después,0,0,0,0,0,0,0,0,0,0,2
Muy,0,1,0,0,0,0,0,0,0,0,1
Momento,1,1,0,0,0,0,0,0,0,0,0
Trato,0,0,0,1,0,0,0,0,0,0,0
problema,0,1,0,2,1,0,0,0,0,0,0
Nombre,0,1,0,0,0,0,0,0,0,0,2
Dar,0,0,0,0,0,0,0,0,0,0,1
Patata,0,5,2,0,0,0,0,0,0,0,5
Movimiento,0,0,0,0,0,0,0,0,0,0,1
Infantil,1,3,1,0,1,3,1,1,0,1,4
ridiculizar,0,0,0,0,1,0,0,0,0,0,0
Avergonzar,0,0,0,0,2,0,0,0,0,0,1
Podría,0,0,0,0,0,0,0,0,0,0,3
Más cercano,0,1,0,0,0,0,0,0,0,0,1
Fuerte,0,0,0,0,0,0,0,0,0,0,1
Conducir,0,0,0,0,0,0,0,0,0,0,2
directamente,0,1,0,0,0,0,0,0,0,0,2
Nación,0,1,1,0,0,0,0,0,0,0,0
revolución,0,0,1,0,0,0,0,0,0,0,1
Horror,0,0,0,1,0,0,0,0,0,0,0
Siglo,1,0,0,0,0,0,0,1,0,0,0
Conceder,0,1,0,0,1,0,0,0,0,0,0
principalmente,0,0,0,0,0,0,0,1,0,0,0
Básica,0,2,0,0,0,0,0,0,0,0,1
Quiebra,0,0,0,0,0,0,0,0,0,0,1
Persona,0,1,1,0,0,0,0,0,0,0,1
Crema,0,0,0,0,0,0,0,0,0,0,1
Compañero,0,1,0,0,0,0,0,0,0,0,1
Imaginar,4,1,0,0,1,0,0,2,4,0,3
Mozzarella,0,2,0,0,0,0,0,0,0,0,2
Kilo,1,0,0,0,0,0,0,0,0,0,2
Carne,0,1,0,0,0,0,0,0,0,0,0
Especia,0,1,0,0,0,0,0,1,0,0,1
Aceite,0,0,0,0,0,0,0,0,0,0,2
Terminar,0,0,0,0,0,0,0,0,1,0,7
Ninguno,0,0,0,0,0,0,0,0,0,0,2
Sólido,0,0,0,0,0,0,0,0,0,0,2
Recomendar,1,0,1,0,0,0,0,0,0,0,2
brigada,0,0,0,0,0,0,1,0,0,0,1
hacia arriba,0,0,0,0,0,0,0,0,0,0,1
objetivo,0,1,0,0,0,0,0,0,0,0,2
Resultado,0,0,1,0,0,0,1,2,0,0,0
Mostrado,0,1,0,0,0,0,0,0,0,0,2
Impresionar,0,2,0,0,0,0,0,0,0,0,0
Enviar,0,0,0,0,0,0,0,0,0,0,2
Soltera,0,0,0,0,0,0,0,0,0,0,1
Menos,0,0,0,0,0,0,0,0,0,0,1
Migrantes,1,0,0,0,0,0,0,0,0,0,1
Más,0,0,0,0,0,0,0,0,0,0,3
Además,0,0,0,0,0,0,0,0,3,1,6
Poder,0,0,0,0,0,0,0,0,0,0,2
Conversación,0,2,0,0,0,0,0,0,0,0,0
Cad,0,0,0,0,0,1,0,0,0,0,2
Alrededor,0,0,0,0,0,0,0,0,0,0,2
superficie,1,0,0,0,0,0,0,0,0,0,0
Punto,0,0,0,0,0,0,0,0,0,0,1
feliz,0,5,0,0,0,0,0,0,0,0,0
Ceder,0,0,0,0,0,0,0,0,0,0,1
deber,0,3,1,0,0,0,0,0,1,1,2
bendecir,0,3,0,0,0,0,0,1,2,0,3
Venganza,0,0,0,0,0,0,0,0,0,0,2
dispensar,1,0,0,0,0,0,0,0,0,3,3
Vendido,0,0,0,0,0,0,0,0,0,0,2
Razón,0,0,0,1,0,0,0,0,0,0,0
Sentimiento,0,2,0,0,0,0,0,0,0,0,0
Evento,1,1,0,0,0,0,0,0,0,0,0
en todos lados,0,0,0,0,0,0,0,0,0,0,1
Podría,0,0,0,0,0,0,0,0,0,0,1
Salvar,0,3,1,0,0,0,0,0,0,0,0
Cha,0,0,0,0,0,0,0,0,0,0,3
Pintura,0,0,0,0,0,0,0,0,0,0,3
Piel,0,1,0,0,0,0,0,0,0,0,2
Enorme,1,1,0,0,0,0,0,0,0,0,0
Espada,0,0,0,3,0,0,0,0,0,0,0
de otra manera,0,0,0,0,0,0,0,0,0,0,1
Correcto,0,3,0,0,0,0,0,0,2,0,4
Acuerdo,0,0,0,0,0,0,0,0,0,0,1
de acuerdo,0,1,7,0,0,0,0,0,0,0,2
negativo,0,0,0,0,2,0,0,1,0,0,1
Declaración,0,0,0,0,0,0,0,0,0,0,2
Tiro,0,1,0,0,0,0,0,0,0,0,0
Ninguno,0,1,0,0,0,0,0,0,0,0,0
Curso,0,0,1,0,0,0,0,0,0,0,3
Asilo,0,5,1,0,0,0,0,0,1,0,3
Estudiar,0,1,0,0,0,0,0,0,0,0,0
Regla,0,0,0,0,0,1,0,0,0,0,2
Elegir,2,0,1,0,0,0,0,0,0,0,0
Si,0,0,0,0,0,0,0,0,0,0,1
Sí,0,0,0,1,0,0,0,0,0,0,2
Desafiar,1,0,0,0,0,1,3,0,0,0,0
Intento,1,0,0,0,0,0,0,0,0,0,0
Matar,0,0,0,1,0,0,0,0,0,0,0
Aleatorio,2,0,0,0,0,0,0,1,0,0,6
Mezcla,0,1,0,0,0,0,0,0,0,0,1
Galés,0,1,0,0,0,0,0,0,0,0,1
Palabra,0,0,0,0,0,0,0,0,0,0,1
Tarro,0,1,0,0,0,0,0,0,0,0,1
pronunciar,0,0,0,0,0,0,0,0,0,0,1
Inteligente,0,1,0,0,0,0,0,0,0,0,2
Ooh,0,1,0,0,0,0,0,0,0,0,0
Mod,0,0,0,0,0,0,0,0,0,0,3
Delgada,0,2,0,0,0,0,0,0,0,0,1
Crispi,0,9,0,0,0,0,0,1,0,0,2
Pesto,0,1,0,0,0,0,0,0,0,0,7
honestamente,0,0,1,0,0,0,0,0,0,0,0
Tienda,0,3,0,0,0,0,0,0,0,0,0
Silencio,0,0,0,0,0,1,1,0,0,0,0
Boca,0,0,0,0,0,0,0,0,0,0,1
Hongos,0,0,0,0,0,0,0,0,0,0,1
Cameo,0,0,0,0,0,0,0,0,0,0,1
Nada,0,0,0,0,1,0,0,0,0,0,1
Elogio,0,0,0,0,0,0,0,0,0,0,2
Línea,0,0,0,0,0,0,0,0,0,0,2
Piadoso,0,2,3,0,0,0,0,0,0,0,0
Extraño,0,0,0,0,0,0,0,0,0,0,1
Descongelación,0,0,0,0,0,0,0,0,0,0,5
Rasgón,0,0,0,0,2,0,0,0,0,0,1
Grande,1,0,0,0,0,0,0,0,6,0,2
Cubrir,0,1,0,0,0,0,0,0,0,0,1
Minuto,0,1,0,0,0,0,0,0,0,0,0
Suficiente,0,0,0,0,0,0,0,0,0,0,1
reducir,0,0,0,0,0,0,1,0,0,0,0
Mayor,1,1,1,0,0,0,0,2,3,1,1
Queja,0,0,0,0,1,0,0,0,0,0,0
Exceso,0,0,0,0,0,0,0,1,0,0,0
Habitual,0,1,3,0,0,0,0,0,4,3,5
remover,0,0,0,0,0,0,0,0,0,0,1
bases,1,3,0,0,0,1,0,0,1,0,3
Huevo,0,0,0,0,0,0,0,0,0,0,3
Tipo,0,1,1,0,0,1,0,0,0,0,0
Parrilla,0,0,0,0,0,0,0,0,0,0,2
sucio,0,0,0,0,2,0,0,0,0,0,0
Regular,0,0,0,0,0,0,0,0,0,0,2
Sabor,0,1,0,0,0,0,0,0,0,0,2
justicia,1,2,2,0,0,0,0,0,3,1,1
reconocer,0,0,1,0,0,0,0,0,0,0,0
Préstamo,0,0,1,0,0,1,0,0,0,0,0
Similar,0,1,0,0,0,0,0,0,0,0,0
Cada,0,0,1,0,0,0,0,0,3,1,5
ciervo,0,0,0,0,0,1,0,0,0,0,0
Señor,0,0,0,0,0,0,0,0,0,0,2
Patria,0,1,0,0,0,0,0,0,0,0,0
Forma,0,0,0,0,0,0,0,0,0,0,1
Detectar,0,0,0,0,0,0,0,0,0,0,4
Sarcasmo,0,1,0,0,1,0,0,0,0,0,1
Instinto,0,1,0,0,0,0,1,0,0,0,0
Bruto,0,0,0,0,0,0,1,0,0,0,1
abajo,0,0,0,0,0,0,0,0,0,0,1
Mojado,0,0,0,0,0,0,0,0,0,0,2
Brocheta,0,0,0,0,1,0,0,0,0,0,0
Común,0,0,1,0,0,0,0,0,0,0,0
rápido,0,1,0,0,0,0,0,0,0,0,2
Lugar,0,2,0,0,0,0,0,0,0,0,2
día,0,0,0,0,0,0,0,0,0,0,1
sorpresa,0,0,0,0,0,0,0,1,0,0,3
Mañana,0,0,0,0,0,0,0,0,0,0,1
Hangov,0,0,0,0,1,2,0,0,0,0,0
vió,0,1,0,0,0,0,0,1,0,0,0
Atreves,0,0,1,0,1,0,0,1,0,0,0
Trabajo,0,0,1,0,0,0,0,0,0,0,0
apropiado,0,1,2,0,0,0,2,0,0,0,0
igual,0,0,0,0,0,0,0,0,0,0,2
Pirámide,0,0,0,0,0,0,0,0,0,0,2
Intro,1,0,0,0,0,0,0,0,0,0,1
Choza,0,1,0,0,0,0,0,0,0,0,1
monstros,0,1,0,0,1,0,0,0,0,0,0
Invisible,0,0,0,1,0,0,0,0,0,0,2
Trajo,0,2,0,1,0,0,0,0,0,0,0
Maldito,0,0,0,1,0,1,0,0,2,2,3
principalmente,0,1,0,0,0,0,0,1,5,1,2
Ido,0,0,0,0,1,0,0,0,0,0,1
Hmm,0,0,0,0,0,0,0,0,0,0,1
funcionarios,0,0,0,0,0,0,0,0,0,0,2
